X,Y,Z,Density,Susceptibility
-13656761.7,4652380.779,-16500,0.42,0.0001
-13654191.2,4652371.501,-16500,0.42,0.0001
-13651620.71,4652361.574,-16500,0.42,0.0001
-13649050.23,4652351,-16500,0.42,0.0001
-13646479.75,4652339.778,-16500,0.42,0.0001
-13643909.29,4652327.908,-16500,0.42,0.0001
-13641338.84,4652315.391,-16500,0.42,0.0001
-13638768.4,4652302.226,-16500,0.42,0.0001
-13636197.98,4652288.413,-16500,0.42,0.0001
-13633627.56,4652273.953,-16500,0.42,0.0001
-13631057.16,4652258.845,-16500,0.42,0.0001
-13628486.77,4652243.089,-16500,0.42,0.0001
-13625916.4,4652226.686,-16500,0.42,0.0001
-13623346.04,4652209.635,-16500,0.42,0.0001
-13620775.7,4652191.937,-16500,0.42,0.0001
-13618205.37,4652173.591,-16500,0.42,0.0001
-13615635.07,4652154.597,-16500,0.42,0.0001
-13613064.77,4652134.956,-16500,0.42,0.0001
-13610494.5,4652114.667,-16500,0.42,0.0001
-13607924.24,4652093.731,-16500,0.42,0.0001
-13605354.01,4652072.148,-16500,0.42,0.0001
-13602783.79,4652049.917,-16500,0.42,0.0001
-13600213.6,4652027.038,-16500,0.42,0.0001
-13597643.42,4652003.512,-16500,0.42,0.0001
-13595073.27,4651979.339,-16500,0.42,0.0001
-13661895.04,4654973.508,-16500,0.42,0.0001
-13659323.88,4654965.518,-16500,0.42,0.0001
-13656752.72,4654956.879,-16500,0.42,0.0001
-13654181.57,4654947.592,-16500,0.42,0.0001
-13651610.43,4654937.656,-16500,0.42,0.0001
-13649039.3,4654927.073,-16500,0.42,0.0001
-13646468.18,4654915.841,-16500,0.42,0.0001
-13643897.07,4654903.96,-16500,0.42,0.0001
-13641325.97,4654891.432,-16500,0.42,0.0001
-13638754.88,4654878.255,-16500,0.42,0.0001
-13636183.8,4654864.43,-16500,0.42,0.0001
-13633612.74,4654849.956,-16500,0.42,0.0001
-13631041.69,4654834.835,-16500,0.42,0.0001
-13628470.65,4654819.065,-16500,0.42,0.0001
-13625899.63,4654802.647,-16500,0.42,0.0001
-13623328.62,4654785.581,-16500,0.42,0.0001
-13620757.63,4654767.866,-16500,0.42,0.0001
-13618186.66,4654749.504,-16500,0.42,0.0001
-13615615.7,4654730.493,-16500,0.42,0.0001
-13613044.76,4654710.834,-16500,0.42,0.0001
-13610473.84,4654690.527,-16500,0.42,0.0001
-13607902.93,4654669.572,-16500,0.42,0.0001
-13605332.05,4654647.969,-16500,0.42,0.0001
-13602761.18,4654625.718,-16500,0.42,0.0001
-13600190.34,4654602.819,-16500,0.42,0.0001
-13597619.51,4654579.272,-16500,0.42,0.0001
-13595048.71,4654555.077,-16500,0.42,0.0001
-13659315.54,4657542.276,-16500,0.42,0.0001
-13656743.74,4657533.63,-16500,0.42,0.0001
-13654171.94,4657524.334,-16500,0.42,0.0001
-13651600.15,4657514.39,-16500,0.42,0.0001
-13649028.37,4657503.796,-16500,0.42,0.0001
-13646456.59,4657492.554,-16500,0.42,0.0001
-13643884.83,4657480.663,-16500,0.42,0.0001
-13641313.08,4657468.123,-16500,0.42,0.0001
-13638741.35,4657454.934,-16500,0.42,0.0001
-13636169.62,4657441.097,-16500,0.42,0.0001
-13633597.91,4657426.61,-16500,0.42,0.0001
-13631026.21,4657411.475,-16500,0.42,0.0001
-13628454.52,4657395.691,-16500,0.42,0.0001
-13625882.85,4657379.258,-16500,0.42,0.0001
-13623311.19,4657362.177,-16500,0.42,0.0001
-13620739.55,4657344.446,-16500,0.42,0.0001
-13618167.92,4657326.067,-16500,0.42,0.0001
-13615596.32,4657307.04,-16500,0.42,0.0001
-13613024.73,4657287.363,-16500,0.42,0.0001
-13610453.15,4657267.038,-16500,0.42,0.0001
-13607881.6,4657246.064,-16500,0.42,0.0001
-13605310.06,4657224.442,-16500,0.42,0.0001
-13602738.55,4657202.171,-16500,0.42,0.0001
-13600167.05,4657179.251,-16500,0.42,0.0001
-13597595.58,4657155.682,-16500,0.42,0.0001
-13595024.13,4657131.466,-16500,0.42,0.0001
-13656734.74,4660111.032,-16500,0.42,0.0001
-13654162.29,4660101.728,-16500,0.42,0.0001
-13651589.85,4660091.774,-16500,0.42,0.0001
-13649017.42,4660081.172,-16500,0.42,0.0001
-13646445,4660069.919,-16500,0.42,0.0001
-13643872.59,4660058.018,-16500,0.42,0.0001
-13641300.19,4660045.466,-16500,0.42,0.0001
-13638727.8,4660032.266,-16500,0.42,0.0001
-13636155.42,4660018.416,-16500,0.42,0.0001
-13633583.06,4660003.916,-16500,0.42,0.0001
-13631010.71,4659988.767,-16500,0.42,0.0001
-13628438.37,4659972.969,-16500,0.42,0.0001
-13625866.05,4659956.521,-16500,0.42,0.0001
-13623293.74,4659939.425,-16500,0.42,0.0001
-13620721.45,4659921.678,-16500,0.42,0.0001
-13618149.17,4659903.283,-16500,0.42,0.0001
-13615576.92,4659884.238,-16500,0.42,0.0001
-13613004.68,4659864.543,-16500,0.42,0.0001
-13610432.45,4659844.2,-16500,0.42,0.0001
-13607860.25,4659823.207,-16500,0.42,0.0001
-13605288.06,4659801.565,-16500,0.42,0.0001
-13602715.9,4659779.274,-16500,0.42,0.0001
-13600143.75,4659756.334,-16500,0.42,0.0001
-13597571.63,4659732.744,-16500,0.42,0.0001
-13594999.52,4659708.505,-16500,0.42,0.0001
-13651579.55,4662669.811,-16500,0.42,0.0001
-13649006.47,4662659.199,-16500,0.42,0.0001
-13646433.39,4662647.937,-16500,0.42,0.0001
-13643860.33,4662636.024,-16500,0.42,0.0001
-13641287.28,4662623.462,-16500,0.42,0.0001
-13638714.24,4662610.249,-16500,0.42,0.0001
-13636141.21,4662596.386,-16500,0.42,0.0001
-13633568.2,4662581.874,-16500,0.42,0.0001
-13630995.19,4662566.711,-16500,0.42,0.0001
-13628422.21,4662550.899,-16500,0.42,0.0001
-13625849.23,4662534.437,-16500,0.42,0.0001
-13623276.28,4662517.324,-16500,0.42,0.0001
-13620703.33,4662499.562,-16500,0.42,0.0001
-13618130.41,4662481.15,-16500,0.42,0.0001
-13615557.5,4662462.088,-16500,0.42,0.0001
-13612984.61,4662442.376,-16500,0.42,0.0001
-13610411.73,4662422.014,-16500,0.42,0.0001
-13607838.88,4662401.002,-16500,0.42,0.0001
-13605266.04,4662379.341,-16500,0.42,0.0001
-13602693.22,4662357.03,-16500,0.42,0.0001
-13600120.43,4662334.069,-16500,0.42,0.0001
-13597547.65,4662310.458,-16500,0.42,0.0001
-13594974.9,4662286.197,-16500,0.42,0.0001
-13648995.5,4665237.879,-16500,0.42,0.0001
-13646421.78,4665226.606,-16500,0.42,0.0001
-13643848.06,4665214.683,-16500,0.42,0.0001
-13641274.36,4665202.109,-16500,0.42,0.0001
-13638700.67,4665188.885,-16500,0.42,0.0001
-13636126.99,4665175.01,-16500,0.42,0.0001
-13633553.32,4665160.484,-16500,0.42,0.0001
-13630979.67,4665145.308,-16500,0.42,0.0001
-13628406.03,4665129.482,-16500,0.42,0.0001
-13625832.4,4665113.004,-16500,0.42,0.0001
-13623258.8,4665095.877,-16500,0.42,0.0001
-13620685.2,4665078.098,-16500,0.42,0.0001
-13618111.62,4665059.669,-16500,0.42,0.0001
-13615538.06,4665040.59,-16500,0.42,0.0001
-13612964.52,4665020.861,-16500,0.42,0.0001
-13610390.99,4665000.48,-16500,0.42,0.0001
-13607817.49,4664979.45,-16500,0.42,0.0001
-13605244,4664957.769,-16500,0.42,0.0001
-13602670.53,4664935.438,-16500,0.42,0.0001
-13600097.08,4664912.456,-16500,0.42,0.0001
-13597523.66,4664888.824,-16500,0.42,0.0001
-13594950.25,4664864.541,-16500,0.42,0.0001
-13646410.15,4667805.93,-16500,0.42,0.0001
-13643835.78,4667793.996,-16500,0.42,0.0001
-13641261.43,4667781.411,-16500,0.42,0.0001
-13638687.08,4667768.174,-16500,0.42,0.0001
-13636112.75,4667754.287,-16500,0.42,0.0001
-13633538.43,4667739.748,-16500,0.42,0.0001
-13630964.13,4667724.558,-16500,0.42,0.0001
-13628389.84,4667708.717,-16500,0.42,0.0001
-13625815.56,4667692.225,-16500,0.42,0.0001
-13623241.3,4667675.082,-16500,0.42,0.0001
-13620667.05,4667657.288,-16500,0.42,0.0001
-13618092.82,4667638.842,-16500,0.42,0.0001
-13615518.61,4667619.746,-16500,0.42,0.0001
-13612944.41,4667599.998,-16500,0.42,0.0001
-13610370.24,4667579.6,-16500,0.42,0.0001
-13607796.08,4667558.55,-16500,0.42,0.0001
-13605221.94,4667536.85,-16500,0.42,0.0001
-13602647.82,4667514.499,-16500,0.42,0.0001
-13600073.72,4667491.496,-16500,0.42,0.0001
-13597499.64,4667467.843,-16500,0.42,0.0001
-13594925.58,4667443.538,-16500,0.42,0.0001
-13643823.49,4670373.962,-16500,0.42,0.0001
-13641248.48,4670361.366,-16500,0.42,0.0001
-13638673.49,4670348.117,-16500,0.42,0.0001
-13636098.5,4670334.217,-16500,0.42,0.0001
-13633523.53,4670319.666,-16500,0.42,0.0001
-13630948.57,4670304.462,-16500,0.42,0.0001
-13628373.63,4670288.607,-16500,0.42,0.0001
-13625798.7,4670272.1,-16500,0.42,0.0001
-13623223.79,4670254.941,-16500,0.42,0.0001
-13620648.89,4670237.131,-16500,0.42,0.0001
-13618074,4670218.669,-16500,0.42,0.0001
-13615499.14,4670199.555,-16500,0.42,0.0001
-13612924.29,4670179.79,-16500,0.42,0.0001
-13610349.46,4670159.373,-16500,0.42,0.0001
-13607774.65,4670138.305,-16500,0.42,0.0001
-13605199.86,4670116.585,-16500,0.42,0.0001
-13602625.08,4670094.213,-16500,0.42,0.0001
-13600050.33,4670071.19,-16500,0.42,0.0001
-13597475.6,4670047.515,-16500,0.42,0.0001
-13594900.89,4670023.189,-16500,0.42,0.0001
-13641235.53,4672941.975,-16500,0.42,0.0001
-13638659.88,4672928.715,-16500,0.42,0.0001
-13636084.24,4672914.802,-16500,0.42,0.0001
-13633508.62,4672900.237,-16500,0.42,0.0001
-13630933.01,4672885.02,-16500,0.42,0.0001
-13628357.41,4672869.151,-16500,0.42,0.0001
-13625781.83,4672852.629,-16500,0.42,0.0001
-13623206.26,4672835.455,-16500,0.42,0.0001
-13620630.71,4672817.628,-16500,0.42,0.0001
-13618055.17,4672799.15,-16500,0.42,0.0001
-13615479.65,4672780.019,-16500,0.42,0.0001
-13612904.15,4672760.236,-16500,0.42,0.0001
-13610328.67,4672739.801,-16500,0.42,0.0001
-13607753.2,4672718.713,-16500,0.42,0.0001
-13605177.76,4672696.974,-16500,0.42,0.0001
-13602602.33,4672674.582,-16500,0.42,0.0001
-13600026.93,4672651.538,-16500,0.42,0.0001
-13597451.54,4672627.842,-16500,0.42,0.0001
-13594876.18,4672603.494,-16500,0.42,0.0001
-13641222.56,4675523.24,-16500,0.42,0.0001
-13638646.26,4675509.967,-16500,0.42,0.0001
-13636069.97,4675496.042,-16500,0.42,0.0001
-13633493.69,4675481.464,-16500,0.42,0.0001
-13630917.42,4675466.233,-16500,0.42,0.0001
-13628341.17,4675450.35,-16500,0.42,0.0001
-13625764.94,4675433.813,-16500,0.42,0.0001
-13623188.71,4675416.623,-16500,0.42,0.0001
-13620612.51,4675398.781,-16500,0.42,0.0001
-13618036.32,4675380.286,-16500,0.42,0.0001
-13615460.15,4675361.138,-16500,0.42,0.0001
-13612883.99,4675341.337,-16500,0.42,0.0001
-13610307.85,4675320.883,-16500,0.42,0.0001
-13607731.73,4675299.777,-16500,0.42,0.0001
-13605155.64,4675278.017,-16500,0.42,0.0001
-13602579.56,4675255.606,-16500,0.42,0.0001
-13600003.5,4675232.541,-16500,0.42,0.0001
-13597427.46,4675208.824,-16500,0.42,0.0001
-13594851.44,4675184.454,-16500,0.42,0.0001
-13638632.63,4678091.876,-16500,0.42,0.0001
-13636055.68,4678077.938,-16500,0.42,0.0001
-13633478.75,4678063.347,-16500,0.42,0.0001
-13630901.83,4678048.102,-16500,0.42,0.0001
-13628324.92,4678032.204,-16500,0.42,0.0001
-13625748.03,4678015.653,-16500,0.42,0.0001
-13623171.15,4677998.447,-16500,0.42,0.0001
-13620594.29,4677980.589,-16500,0.42,0.0001
-13618017.45,4677962.077,-16500,0.42,0.0001
-13615440.62,4677942.912,-16500,0.42,0.0001
-13612863.81,4677923.093,-16500,0.42,0.0001
-13610287.02,4677902.621,-16500,0.42,0.0001
-13607710.25,4677881.495,-16500,0.42,0.0001
-13605133.49,4677859.717,-16500,0.42,0.0001
-13602556.76,4677837.284,-16500,0.42,0.0001
-13599980.05,4677814.199,-16500,0.42,0.0001
-13597403.36,4677790.46,-16500,0.42,0.0001
-13594826.68,4677766.068,-16500,0.42,0.0001
-13638618.98,4680674.44,-16500,0.42,0.0001
-13636041.38,4680660.49,-16500,0.42,0.0001
-13633463.79,4680645.886,-16500,0.42,0.0001
-13630886.22,4680630.627,-16500,0.42,0.0001
-13628308.66,4680614.715,-16500,0.42,0.0001
-13625731.11,4680598.148,-16500,0.42,0.0001
-13623153.58,4680580.928,-16500,0.42,0.0001
-13620576.06,4680563.053,-16500,0.42,0.0001
-13617998.56,4680544.524,-16500,0.42,0.0001
-13615421.08,4680525.342,-16500,0.42,0.0001
-13612843.62,4680505.505,-16500,0.42,0.0001
-13610266.17,4680485.015,-16500,0.42,0.0001
-13607688.74,4680463.87,-16500,0.42,0.0001
-13605111.33,4680442.072,-16500,0.42,0.0001
-13602533.95,4680419.619,-16500,0.42,0.0001
-13599956.58,4680396.513,-16500,0.42,0.0001
-13597379.23,4680372.753,-16500,0.42,0.0001
-13594801.9,4680348.339,-16500,0.42,0.0001
-13638605.32,4683257.661,-16500,0.42,0.0001
-13636027.07,4683243.698,-16500,0.42,0.0001
-13633448.82,4683229.081,-16500,0.42,0.0001
-13630870.59,4683213.809,-16500,0.42,0.0001
-13628292.38,4683197.882,-16500,0.42,0.0001
-13625714.17,4683181.301,-16500,0.42,0.0001
-13623135.99,4683164.065,-16500,0.42,0.0001
-13620557.82,4683146.174,-16500,0.42,0.0001
-13617979.66,4683127.629,-16500,0.42,0.0001
-13615401.52,4683108.429,-16500,0.42,0.0001
-13612823.4,4683088.574,-16500,0.42,0.0001
-13610245.3,4683068.065,-16500,0.42,0.0001
-13607667.22,4683046.902,-16500,0.42,0.0001
-13605089.15,4683025.084,-16500,0.42,0.0001
-13602511.11,4683002.611,-16500,0.42,0.0001
-13599933.09,4682979.484,-16500,0.42,0.0001
-13597355.08,4682955.702,-16500,0.42,0.0001
-13594777.1,4682931.267,-16500,0.42,0.0001
-13638591.66,4685841.54,-16500,0.42,0.0001
-13636012.74,4685827.564,-16500,0.42,0.0001
-13633433.84,4685812.934,-16500,0.42,0.0001
-13630854.95,4685797.648,-16500,0.42,0.0001
-13628276.08,4685781.707,-16500,0.42,0.0001
-13625697.22,4685765.11,-16500,0.42,0.0001
-13623118.38,4685747.859,-16500,0.42,0.0001
-13620539.55,4685729.952,-16500,0.42,0.0001
-13617960.74,4685711.39,-16500,0.42,0.0001
-13615381.95,4685692.173,-16500,0.42,0.0001
-13612803.17,4685672.3,-16500,0.42,0.0001
-13610224.41,4685651.773,-16500,0.42,0.0001
-13607645.67,4685630.59,-16500,0.42,0.0001
-13605066.95,4685608.753,-16500,0.42,0.0001
-13602488.25,4685586.26,-16500,0.42,0.0001
-13599909.57,4685563.112,-16500,0.42,0.0001
-13597330.91,4685539.309,-16500,0.42,0.0001
-13594752.28,4685514.851,-16500,0.42,0.0001
-13635998.4,4688412.088,-16500,0.42,0.0001
-13633418.85,4688397.445,-16500,0.42,0.0001
-13630839.3,4688382.145,-16500,0.42,0.0001
-13628259.77,4688366.189,-16500,0.42,0.0001
-13625680.26,4688349.578,-16500,0.42,0.0001
-13623100.76,4688332.311,-16500,0.42,0.0001
-13620521.27,4688314.388,-16500,0.42,0.0001
-13617941.8,4688295.809,-16500,0.42,0.0001
-13615362.35,4688276.575,-16500,0.42,0.0001
-13612782.92,4688256.684,-16500,0.42,0.0001
-13610203.5,4688236.138,-16500,0.42,0.0001
-13607624.11,4688214.937,-16500,0.42,0.0001
-13605044.73,4688193.079,-16500,0.42,0.0001
-13602465.37,4688170.566,-16500,0.42,0.0001
-13599886.04,4688147.397,-16500,0.42,0.0001
-13597306.72,4688123.573,-16500,0.42,0.0001
-13594727.43,4688099.093,-16500,0.42,0.0001
-13635984.05,4690997.271,-16500,0.42,0.0001
-13633403.84,4690982.614,-16500,0.42,0.0001
-13630823.63,4690967.3,-16500,0.42,0.0001
-13628243.45,4690951.331,-16500,0.42,0.0001
-13625663.27,4690934.704,-16500,0.42,0.0001
-13623083.12,4690917.422,-16500,0.42,0.0001
-13620502.98,4690899.482,-16500,0.42,0.0001
-13617922.85,4690880.887,-16500,0.42,0.0001
-13615342.74,4690861.635,-16500,0.42,0.0001
-13612762.65,4690841.727,-16500,0.42,0.0001
-13610182.58,4690821.162,-16500,0.42,0.0001
-13607602.53,4690799.942,-16500,0.42,0.0001
-13605022.49,4690778.064,-16500,0.42,0.0001
-13602442.48,4690755.531,-16500,0.42,0.0001
-13599862.48,4690732.341,-16500,0.42,0.0001
-13597282.51,4690708.496,-16500,0.42,0.0001
-13594702.56,4690683.993,-16500,0.42,0.0001
-13635969.69,4693583.113,-16500,0.42,0.0001
-13633388.81,4693568.442,-16500,0.42,0.0001
-13630807.95,4693553.115,-16500,0.42,0.0001
-13628227.11,4693537.131,-16500,0.42,0.0001
-13625646.28,4693520.49,-16500,0.42,0.0001
-13623065.46,4693503.191,-16500,0.42,0.0001
-13620484.66,4693485.236,-16500,0.42,0.0001
-13617903.88,4693466.624,-16500,0.42,0.0001
-13615323.11,4693447.355,-16500,0.42,0.0001
-13612742.36,4693427.428,-16500,0.42,0.0001
-13610161.63,4693406.845,-16500,0.42,0.0001
-13607580.92,4693385.605,-16500,0.42,0.0001
-13605000.23,4693363.709,-16500,0.42,0.0001
-13602419.56,4693341.155,-16500,0.42,0.0001
-13599838.91,4693317.944,-16500,0.42,0.0001
-13597258.28,4693294.077,-16500,0.42,0.0001
-13594677.67,4693269.553,-16500,0.42,0.0001
-13635955.31,4696169.614,-16500,0.42,0.0001
-13633373.78,4696154.931,-16500,0.42,0.0001
-13630792.26,4696139.59,-16500,0.42,0.0001
-13628210.75,4696123.591,-16500,0.42,0.0001
-13625629.27,4696106.935,-16500,0.42,0.0001
-13623047.79,4696089.621,-16500,0.42,0.0001
-13620466.33,4696071.649,-16500,0.42,0.0001
-13617884.89,4696053.02,-16500,0.42,0.0001
-13615303.47,4696033.734,-16500,0.42,0.0001
-13612722.06,4696013.789,-16500,0.42,0.0001
-13610140.67,4695993.188,-16500,0.42,0.0001
-13607559.3,4695971.929,-16500,0.42,0.0001
-13604977.95,4695950.012,-16500,0.42,0.0001
-13602396.62,4695927.438,-16500,0.42,0.0001
-13599815.31,4695904.207,-16500,0.42,0.0001
-13597234.02,4695880.318,-16500,0.42,0.0001
-13594652.75,4695855.772,-16500,0.42,0.0001
-13635940.92,4698756.776,-16500,0.42,0.0001
-13633358.73,4698742.079,-16500,0.42,0.0001
-13630776.55,4698726.724,-16500,0.42,0.0001
-13628194.39,4698710.711,-16500,0.42,0.0001
-13625612.24,4698694.04,-16500,0.42,0.0001
-13623030.1,4698676.71,-16500,0.42,0.0001
-13620447.99,4698658.723,-16500,0.42,0.0001
-13617865.89,4698640.077,-16500,0.42,0.0001
-13615283.8,4698620.773,-16500,0.42,0.0001
-13612701.74,4698600.811,-16500,0.42,0.0001
-13610119.69,4698580.191,-16500,0.42,0.0001
-13607537.66,4698558.912,-16500,0.42,0.0001
-13604955.65,4698536.976,-16500,0.42,0.0001
-13602373.66,4698514.382,-16500,0.42,0.0001
-13599791.69,4698491.129,-16500,0.42,0.0001
-13597209.74,4698467.219,-16500,0.42,0.0001
-13633343.66,4701329.889,-16500,0.42,0.0001
-13630760.83,4701314.52,-16500,0.42,0.0001
-13628178,4701298.492,-16500,0.42,0.0001
-13625595.19,4701281.806,-16500,0.42,0.0001
-13623012.4,4701264.461,-16500,0.42,0.0001
-13620429.62,4701246.457,-16500,0.42,0.0001
-13617846.86,4701227.794,-16500,0.42,0.0001
-13615264.12,4701208.473,-16500,0.42,0.0001
-13612681.39,4701188.493,-16500,0.42,0.0001
-13610098.69,4701167.854,-16500,0.42,0.0001
-13607516,4701146.557,-16500,0.42,0.0001
-13604933.33,4701124.6,-16500,0.42,0.0001
-13602350.68,4701101.986,-16500,0.42,0.0001
-13599768.05,4701078.712,-16500,0.42,0.0001
-13633328.59,4703918.36,-16500,0.42,0.0001
-13630745.09,4703902.977,-16500,0.42,0.0001
-13628161.61,4703886.935,-16500,0.42,0.0001
-13625578.14,4703870.234,-16500,0.42,0.0001
-13622994.68,4703852.873,-16500,0.42,0.0001
-13620411.25,4703834.853,-16500,0.42,0.0001
-13617827.82,4703816.173,-16500,0.42,0.0001
-13615244.42,4703796.834,-16500,0.42,0.0001
-13612661.03,4703776.836,-16500,0.42,0.0001
-13610077.67,4703756.179,-16500,0.42,0.0001
-13607494.32,4703734.862,-16500,0.42,0.0001
-13604910.99,4703712.886,-16500,0.42,0.0001
-13602327.68,4703690.251,-16500,0.42,0.0001
-13630729.34,4706492.096,-16500,0.42,0.0001
-13628145.19,4706476.04,-16500,0.42,0.0001
-13625561.06,4706459.323,-16500,0.42,0.0001
-13622976.95,4706441.947,-16500,0.42,0.0001
-13620392.85,4706423.911,-16500,0.42,0.0001
-13617808.77,4706405.214,-16500,0.42,0.0001
-13615224.7,4706385.858,-16500,0.42,0.0001
-13612640.65,4706365.842,-16500,0.42,0.0001
-13610056.63,4706345.166,-16500,0.42,0.0001
-13607472.62,4706323.83,-16500,0.42,0.0001
-13604888.62,4706301.834,-16500,0.42,0.0001
-13617789.69,4708994.918,-16500,0.42,0.0001
-13615204.97,4708975.544,-16500,0.42,0.0001
-13612620.26,4708955.51,-16500,0.42,0.0001
-13610035.57,4708934.815,-16500,0.42,0.0001
-13607450.9,4708913.46,-16500,0.42,0.0001
-13715830.84,4629259.43,-16500,0,0.001
-13713266.12,4629265.005,-16500,0,0.001
-13710701.4,4629269.937,-16500,0,0.001
-13708136.67,4629274.226,-16500,0,0.001
-13705571.94,4629277.873,-16500,0,0.001
-13703007.21,4629280.878,-16500,0,0.001
-13700442.47,4629283.24,-16500,0,0.001
-13697877.73,4629284.959,-16500,0,0.001
-13695312.99,4629286.036,-16500,0,0.001
-13692748.25,4629286.47,-16500,0,0.001
-13690183.51,4629286.262,-16500,0,0.001
-13651712.78,4629206.031,-16500,0,0.001
-13649148.11,4629195.542,-16500,0,0.001
-13646583.46,4629184.41,-16500,0,0.001
-13644018.81,4629172.636,-16500,0,0.001
-13641454.18,4629160.22,-16500,0,0.001
-13715836.75,4631829.728,-16500,0,0.001
-13713271.39,4631835.308,-16500,0,0.001
-13710706.02,4631840.244,-16500,0,0.001
-13708140.65,4631844.538,-16500,0,0.001
-13705575.27,4631848.188,-16500,0,0.001
-13703009.9,4631851.195,-16500,0,0.001
-13700444.51,4631853.559,-16500,0,0.001
-13697879.13,4631855.28,-16500,0,0.001
-13695313.75,4631856.358,-16500,0,0.001
-13692748.36,4631856.793,-16500,0,0.001
-13690182.98,4631856.584,-16500,0,0.001
-13687617.59,4631855.732,-16500,0,0.001
-13685052.21,4631854.238,-16500,0,0.001
-13659398.56,4631803.917,-16500,0,0.001
-13656833.23,4631795.348,-16500,0,0.001
-13654267.9,4631786.136,-16500,0,0.001
-13651702.58,4631776.281,-16500,0,0.001
-13649137.28,4631765.782,-16500,0,0.001
-13646571.98,4631754.641,-16500,0,0.001
-13644006.69,4631742.856,-16500,0,0.001
-13641441.41,4631730.429,-16500,0,0.001
-13638876.15,4631717.358,-16500,0,0.001
-13636310.89,4631703.644,-16500,0,0.001
-13715842.67,4634400.672,-16500,0,0.001
-13713276.66,4634406.256,-16500,0,0.001
-13710710.65,4634411.197,-16500,0,0.001
-13708144.63,4634415.495,-16500,0,0.001
-13705578.61,4634419.148,-16500,0,0.001
-13703012.59,4634422.158,-16500,0,0.001
-13700446.56,4634424.524,-16500,0,0.001
-13697880.53,4634426.247,-16500,0,0.001
-13695314.51,4634427.326,-16500,0,0.001
-13692748.48,4634427.761,-16500,0,0.001
-13690182.45,4634427.552,-16500,0,0.001
-13687616.42,4634426.7,-16500,0,0.001
-13685050.39,4634425.203,-16500,0,0.001
-13682484.36,4634423.064,-16500,0,0.001
-13661956.28,4634382.771,-16500,0,0.001
-13659390.29,4634374.838,-16500,0,0.001
-13656824.31,4634366.261,-16500,0,0.001
-13654258.34,4634357.04,-16500,0,0.001
-13651692.38,4634347.176,-16500,0,0.001
-13649126.43,4634336.668,-16500,0,0.001
-13646560.49,4634325.517,-16500,0,0.001
-13643994.55,4634313.722,-16500,0,0.001
-13641428.63,4634301.283,-16500,0,0.001
-13638862.72,4634288.2,-16500,0,0.001
-13636296.82,4634274.475,-16500,0,0.001
-13633730.94,4634260.105,-16500,0,0.001
-13715848.59,4636972.262,-16500,0,0.001
-13713281.94,4636977.851,-16500,0,0.001
-13710715.28,4636982.797,-16500,0,0.001
-13708148.62,4636987.098,-16500,0,0.001
-13705581.95,4636990.755,-16500,0,0.001
-13703015.28,4636993.768,-16500,0,0.001
-13700448.61,4636996.136,-16500,0,0.001
-13697881.94,4636997.86,-16500,0,0.001
-13695315.26,4636998.94,-16500,0,0.001
-13692748.59,4636999.375,-16500,0,0.001
-13690181.91,4636999.166,-16500,0,0.001
-13687615.24,4636998.313,-16500,0,0.001
-13685048.57,4636996.816,-16500,0,0.001
-13682481.89,4636994.674,-16500,0,0.001
-13679915.22,4636991.888,-16500,0,0.001
-13677348.56,4636988.457,-16500,0,0.001
-13674781.89,4636984.383,-16500,0,0.001
-13672215.23,4636979.664,-16500,0,0.001
-13669648.58,4636974.3,-16500,0,0.001
-13667081.93,4636968.293,-16500,0,0.001
-13664515.29,4636961.641,-16500,0,0.001
-13661948.65,4636954.345,-16500,0,0.001
-13659382.02,4636946.405,-16500,0,0.001
-13656815.39,4636937.82,-16500,0,0.001
-13654248.78,4636928.591,-16500,0,0.001
-13651682.17,4636918.718,-16500,0,0.001
-13649115.57,4636908.201,-16500,0,0.001
-13646548.98,4636897.039,-16500,0,0.001
-13643982.41,4636885.233,-16500,0,0.001
-13641415.84,4636872.783,-16500,0,0.001
-13638849.28,4636859.689,-16500,0,0.001
-13636282.74,4636845.951,-16500,0,0.001
-13633716.21,4636831.568,-16500,0,0.001
-13631149.69,4636816.542,-16500,0,0.001
-13715854.52,4639544.498,-16500,0,0.001
-13713287.22,4639550.093,-16500,0,0.001
-13710719.91,4639555.043,-16500,0,0.001
-13708152.61,4639559.348,-16500,0,0.001
-13705585.29,4639563.009,-16500,0,0.001
-13703017.98,4639566.024,-16500,0,0.001
-13700450.66,4639568.394,-16500,0,0.001
-13697883.34,4639570.12,-16500,0,0.001
-13695316.02,4639571.201,-16500,0,0.001
-13692748.7,4639571.636,-16500,0,0.001
-13690181.38,4639571.427,-16500,0,0.001
-13687614.06,4639570.573,-16500,0,0.001
-13685046.74,4639569.075,-16500,0,0.001
-13682479.42,4639566.931,-16500,0,0.001
-13679912.11,4639564.142,-16500,0,0.001
-13677344.8,4639560.709,-16500,0,0.001
-13674777.49,4639556.63,-16500,0,0.001
-13672210.18,4639551.907,-16500,0,0.001
-13669642.88,4639546.539,-16500,0,0.001
-13667075.58,4639540.526,-16500,0,0.001
-13664508.29,4639533.868,-16500,0,0.001
-13661941.01,4639526.566,-16500,0,0.001
-13659373.73,4639518.618,-16500,0,0.001
-13656806.46,4639510.026,-16500,0,0.001
-13654239.2,4639500.789,-16500,0,0.001
-13651671.95,4639490.907,-16500,0,0.001
-13649104.71,4639480.38,-16500,0,0.001
