X,Y,Z,Density,Susceptibility
-13700450.66,4639568.394,-6500,0.42,0.0001
-13697883.34,4639570.12,-6500,0.42,0.0001
-13695316.02,4639571.201,-6500,0.42,0.0001
-13692748.7,4639571.636,-6500,0.42,0.0001
-13690181.38,4639571.427,-6500,0.42,0.0001
-13687614.06,4639570.573,-6500,0.42,0.0001
-13685046.74,4639569.075,-6500,0.42,0.0001
-13682479.42,4639566.931,-6500,0.42,0.0001
-13679912.11,4639564.142,-6500,0.42,0.0001
-13677344.8,4639560.709,-6500,0.42,0.0001
-13674777.49,4639556.63,-6500,0.42,0.0001
-13672210.18,4639551.907,-6500,0.42,0.0001
-13669642.88,4639546.539,-6500,0.42,0.0001
-13667075.58,4639540.526,-6500,0.42,0.0001
-13664508.29,4639533.868,-6500,0.42,0.0001
-13661941.01,4639526.566,-6500,0.42,0.0001
-13659373.73,4639518.618,-6500,0.42,0.0001
-13656806.46,4639510.026,-6500,0.42,0.0001
-13654239.2,4639500.789,-6500,0.42,0.0001
-13651671.95,4639490.907,-6500,0.42,0.0001
-13649104.71,4639480.38,-6500,0.42,0.0001
-13646537.47,4639469.208,-6500,0.42,0.0001
-13643970.25,4639457.392,-6500,0.42,0.0001
-13641403.03,4639444.931,-6500,0.42,0.0001
-13638835.83,4639431.825,-6500,0.42,0.0001
-13636268.64,4639418.074,-6500,0.42,0.0001
-13633701.47,4639403.679,-6500,0.42,0.0001
-13631134.3,4639388.639,-6500,0.42,0.0001
-13628567.15,4639372.954,-6500,0.42,0.0001
-13626000.02,4639356.624,-6500,0.42,0.0001
-13623432.9,4639339.65,-6500,0.42,0.0001
-13620865.79,4639322.031,-6500,0.42,0.0001
-13618298.7,4639303.767,-6500,0.42,0.0001
-13615731.63,4639284.859,-6500,0.42,0.0001
-13613164.58,4639265.306,-6500,0.42,0.0001
-13610597.54,4639245.108,-6500,0.42,0.0001
-13608030.52,4639224.266,-6500,0.42,0.0001
-13605463.52,4639202.779,-6500,0.42,0.0001
-13602896.54,4639180.648,-6500,0.42,0.0001
-13600329.58,4639157.872,-6500,0.42,0.0001
-13597762.64,4639134.452,-6500,0.42,0.0001
-13595195.73,4639110.387,-6500,0.42,0.0001
-13715860.45,4642117.383,-6500,0.42,0.0001
-13713292.5,4642122.983,-6500,0.42,0.0001
-13710724.55,4642127.937,-6500,0.42,0.0001
-13708156.6,4642132.246,-6500,0.42,0.0001
-13705588.64,4642135.91,-6500,0.42,0.0001
-13703020.68,4642138.928,-6500,0.42,0.0001
-13700452.72,4642141.3,-6500,0.42,0.0001
-13697884.75,4642143.027,-6500,0.42,0.0001
-13695316.78,4642144.109,-6500,0.42,0.0001
-13692748.82,4642144.545,-6500,0.42,0.0001
-13690180.85,4642144.336,-6500,0.42,0.0001
-13687612.88,4642143.481,-6500,0.42,0.0001
-13685044.92,4642141.981,-6500,0.42,0.0001
-13682476.95,4642139.835,-6500,0.42,0.0001
-13679908.99,4642137.044,-6500,0.42,0.0001
-13677341.03,4642133.608,-6500,0.42,0.0001
-13674773.07,4642129.526,-6500,0.42,0.0001
-13672205.12,4642124.798,-6500,0.42,0.0001
-13669637.18,4642119.425,-6500,0.42,0.0001
-13667069.23,4642113.407,-6500,0.42,0.0001
-13664501.3,4642106.743,-6500,0.42,0.0001
-13661933.37,4642099.434,-6500,0.42,0.0001
-13659365.44,4642091.479,-6500,0.42,0.0001
-13656797.53,4642082.879,-6500,0.42,0.0001
-13654229.62,4642073.634,-6500,0.42,0.0001
-13651661.72,4642063.743,-6500,0.42,0.0001
-13649093.83,4642053.207,-6500,0.42,0.0001
-13646525.95,4642042.025,-6500,0.42,0.0001
-13643958.08,4642030.198,-6500,0.42,0.0001
-13641390.22,4642017.726,-6500,0.42,0.0001
-13638822.37,4642004.608,-6500,0.42,0.0001
-13636254.54,4641990.845,-6500,0.42,0.0001
-13633686.71,4641976.436,-6500,0.42,0.0001
-13631118.9,4641961.383,-6500,0.42,0.0001
-13628551.11,4641945.684,-6500,0.42,0.0001
-13625983.33,4641929.339,-6500,0.42,0.0001
-13623415.56,4641912.35,-6500,0.42,0.0001
-13620847.81,4641894.715,-6500,0.42,0.0001
-13618280.07,4641876.435,-6500,0.42,0.0001
-13615712.35,4641857.51,-6500,0.42,0.0001
-13613144.65,4641837.939,-6500,0.42,0.0001
-13610576.97,4641817.723,-6500,0.42,0.0001
-13608009.31,4641796.862,-6500,0.42,0.0001
-13605441.66,4641775.356,-6500,0.42,0.0001
-13602874.03,4641753.205,-6500,0.42,0.0001
-13600306.43,4641730.409,-6500,0.42,0.0001
-13597738.84,4641706.967,-6500,0.42,0.0001
-13595171.28,4641682.881,-6500,0.42,0.0001
-13715866.39,4644690.915,-6500,0.42,0.0001
-13713297.79,4644696.52,-6500,0.42,0.0001
-13710729.2,4644701.479,-6500,0.42,0.0001
-13708160.59,4644705.792,-6500,0.42,0.0001
-13705591.99,4644709.459,-6500,0.42,0.0001
-13703023.38,4644712.48,-6500,0.42,0.0001
-13700454.77,4644714.854,-6500,0.42,0.0001
-13697886.16,4644716.583,-6500,0.42,0.0001
-13695317.54,4644717.666,-6500,0.42,0.0001
-13692748.93,4644718.102,-6500,0.42,0.0001
-13690180.32,4644717.893,-6500,0.42,0.0001
-13687611.7,4644717.037,-6500,0.42,0.0001
-13685043.09,4644715.536,-6500,0.42,0.0001
-13682474.48,4644713.388,-6500,0.42,0.0001
-13679905.87,4644710.595,-6500,0.42,0.0001
-13677337.26,4644707.155,-6500,0.42,0.0001
-13674768.66,4644703.069,-6500,0.42,0.0001
-13672200.06,4644698.338,-6500,0.42,0.0001
-13669631.47,4644692.96,-6500,0.42,0.0001
-13667062.88,4644686.936,-6500,0.42,0.0001
-13664494.29,4644680.266,-6500,0.42,0.0001
-13661925.72,4644672.95,-6500,0.42,0.0001
-13659357.14,4644664.989,-6500,0.42,0.0001
-13656788.58,4644656.381,-6500,0.42,0.0001
-13654220.03,4644647.127,-6500,0.42,0.0001
-13651651.48,4644637.227,-6500,0.42,0.0001
-13649082.94,4644626.682,-6500,0.42,0.0001
-13646514.42,4644615.49,-6500,0.42,0.0001
-13643945.9,4644603.652,-6500,0.42,0.0001
-13641377.39,4644591.169,-6500,0.42,0.0001
-13638808.9,4644578.039,-6500,0.42,0.0001
-13636240.41,4644564.264,-6500,0.42,0.0001
-13633671.94,4644549.842,-6500,0.42,0.0001
-13631103.49,4644534.775,-6500,0.42,0.0001
-13628535.05,4644519.062,-6500,0.42,0.0001
-13625966.62,4644502.703,-6500,0.42,0.0001
-13623398.2,4644485.698,-6500,0.42,0.0001
-13620829.8,4644468.047,-6500,0.42,0.0001
-13618261.42,4644449.751,-6500,0.42,0.0001
-13615693.06,4644430.808,-6500,0.42,0.0001
-13613124.71,4644411.22,-6500,0.42,0.0001
-13610556.38,4644390.986,-6500,0.42,0.0001
-13607988.07,4644370.106,-6500,0.42,0.0001
-13605419.78,4644348.581,-6500,0.42,0.0001
-13602851.5,4644326.41,-6500,0.42,0.0001
-13600283.25,4644303.593,-6500,0.42,0.0001
-13597715.02,4644280.13,-6500,0.42,0.0001
-13595146.81,4644256.022,-6500,0.42,0.0001
-13715872.33,4647265.097,-6500,0.42,0.0001
-13713303.09,4647270.707,-6500,0.42,0.0001
-13710733.84,4647275.67,-6500,0.42,0.0001
-13708164.59,4647279.987,-6500,0.42,0.0001
-13705595.34,4647283.657,-6500,0.42,0.0001
-13703026.09,4647286.68,-6500,0.42,0.0001
-13700456.83,4647289.057,-6500,0.42,0.0001
-13697887.57,4647290.787,-6500,0.42,0.0001
-13695318.31,4647291.871,-6500,0.42,0.0001
-13692749.04,4647292.308,-6500,0.42,0.0001
-13690179.78,4647292.098,-6500,0.42,0.0001
-13687610.52,4647291.242,-6500,0.42,0.0001
-13685041.26,4647289.739,-6500,0.42,0.0001
-13682472,4647287.59,-6500,0.42,0.0001
-13679902.74,4647284.794,-6500,0.42,0.0001
-13677333.49,4647281.351,-6500,0.42,0.0001
-13674764.24,4647277.261,-6500,0.42,0.0001
-13672194.99,4647272.525,-6500,0.42,0.0001
-13669625.75,4647267.143,-6500,0.42,0.0001
-13667056.51,4647261.114,-6500,0.42,0.0001
-13664487.28,4647254.438,-6500,0.42,0.0001
-13661918.06,4647247.115,-6500,0.42,0.0001
-13659348.84,4647239.147,-6500,0.42,0.0001
-13656779.63,4647230.531,-6500,0.42,0.0001
-13654210.43,4647221.269,-6500,0.42,0.0001
-13651641.23,4647211.36,-6500,0.42,0.0001
-13649072.05,4647200.805,-6500,0.42,0.0001
-13646502.87,4647189.603,-6500,0.42,0.0001
-13643933.71,4647177.755,-6500,0.42,0.0001
-13641364.55,4647165.26,-6500,0.42,0.0001
-13638795.41,4647152.119,-6500,0.42,0.0001
-13636226.28,4647138.331,-6500,0.42,0.0001
-13633657.16,4647123.896,-6500,0.42,0.0001
-13631088.06,4647108.816,-6500,0.42,0.0001
-13628518.97,4647093.088,-6500,0.42,0.0001
-13625949.89,4647076.714,-6500,0.42,0.0001
-13623380.83,4647059.694,-6500,0.42,0.0001
-13620811.79,4647042.028,-6500,0.42,0.0001
-13618242.76,4647023.715,-6500,0.42,0.0001
-13615673.74,4647004.755,-6500,0.42,0.0001
-13613104.75,4646985.149,-6500,0.42,0.0001
-13610535.77,4646964.897,-6500,0.42,0.0001
-13607966.81,4646943.999,-6500,0.42,0.0001
-13605397.87,4646922.454,-6500,0.42,0.0001
-13602828.95,4646900.263,-6500,0.42,0.0001
-13600260.05,4646877.426,-6500,0.42,0.0001
-13597691.17,4646853.942,-6500,0.42,0.0001
-13595122.32,4646829.812,-6500,0.42,0.0001
-13715878.28,4649839.927,-6500,0.42,0.0001
-13713308.39,4649845.542,-6500,0.42,0.0001
-13710738.5,4649850.51,-6500,0.42,0.0001
-13708168.6,4649854.831,-6500,0.42,0.0001
-13705598.7,4649858.504,-6500,0.42,0.0001
-13703028.79,4649861.53,-6500,0.42,0.0001
-13700458.89,4649863.909,-6500,0.42,0.0001
-13697888.98,4649865.641,-6500,0.42,0.0001
-13695319.07,4649866.726,-6500,0.42,0.0001
-13692749.16,4649867.163,-6500,0.42,0.0001
-13690179.25,4649866.953,-6500,0.42,0.0001
-13687609.34,4649866.096,-6500,0.42,0.0001
-13685039.43,4649864.592,-6500,0.42,0.0001
-13682469.52,4649862.44,-6500,0.42,0.0001
-13679899.62,4649859.642,-6500,0.42,0.0001
-13677329.71,4649856.196,-6500,0.42,0.0001
-13674759.82,4649852.103,-6500,0.42,0.0001
-13672189.92,4649847.363,-6500,0.42,0.0001
-13669620.03,4649841.975,-6500,0.42,0.0001
-13667050.14,4649835.941,-6500,0.42,0.0001
-13664480.27,4649829.259,-6500,0.42,0.0001
-13661910.39,4649821.93,-6500,0.42,0.0001
-13659340.53,4649813.954,-6500,0.42,0.0001
-13656770.67,4649805.33,-6500,0.42,0.0001
-13654200.82,4649796.06,-6500,0.42,0.0001
-13651630.97,4649786.142,-6500,0.42,0.0001
-13649061.14,4649775.578,-6500,0.42,0.0001
-13646491.32,4649764.366,-6500,0.42,0.0001
-13643921.51,4649752.507,-6500,0.42,0.0001
-13641351.7,4649740.001,-6500,0.42,0.0001
-13638781.91,4649726.847,-6500,0.42,0.0001
-13636212.13,4649713.047,-6500,0.42,0.0001
-13633642.37,4649698.6,-6500,0.42,0.0001
-13631072.62,4649683.505,-6500,0.42,0.0001
-13628502.88,4649667.764,-6500,0.42,0.0001
-13625933.15,4649651.375,-6500,0.42,0.0001
-13623363.45,4649634.34,-6500,0.42,0.0001
-13620793.75,4649616.657,-6500,0.42,0.0001
-13618224.07,4649598.328,-6500,0.42,0.0001
-13615654.41,4649579.351,-6500,0.42,0.0001
-13613084.77,4649559.728,-6500,0.42,0.0001
-13610515.15,4649539.458,-6500,0.42,0.0001
-13607945.54,4649518.54,-6500,0.42,0.0001
-13605375.95,4649496.976,-6500,0.42,0.0001
-13602806.38,4649474.765,-6500,0.42,0.0001
-13600236.83,4649451.907,-6500,0.42,0.0001
-13597667.31,4649428.402,-6500,0.42,0.0001
-13595097.8,4649404.251,-6500,0.42,0.0001
-13715884.23,4652415.407,-6500,0.42,0.0001
-13713313.69,4652421.028,-6500,0.42,0.0001
-13710743.15,4652426,-6500,0.42,0.0001
-13708172.6,4652430.324,-6500,0.42,0.0001
-13705602.05,4652434.001,-6500,0.42,0.0001
-13703031.5,4652437.03,-6500,0.42,0.0001
-13700460.95,4652439.411,-6500,0.42,0.0001
-13697890.39,4652441.144,-6500,0.42,0.0001
-13695319.83,4652442.23,-6500,0.42,0.0001
-13692749.27,4652442.668,-6500,0.42,0.0001
-13690178.71,4652442.458,-6500,0.42,0.0001
-13687608.15,4652441.6,-6500,0.42,0.0001
-13685037.6,4652440.094,-6500,0.42,0.0001
-13682467.04,4652437.941,-6500,0.42,0.0001
-13679896.49,4652435.14,-6500,0.42,0.0001
-13677325.94,4652431.691,-6500,0.42,0.0001
-13674755.39,4652427.594,-6500,0.42,0.0001
-13672184.84,4652422.85,-6500,0.42,0.0001
-13669614.3,4652417.457,-6500,0.42,0.0001
-13667043.77,4652411.417,-6500,0.42,0.0001
-13664473.24,4652404.729,-6500,0.42,0.0001
-13661902.72,4652397.394,-6500,0.42,0.0001
-13659332.21,4652389.411,-6500,0.42,0.0001
-13656761.7,4652380.779,-6500,0.42,0.0001
-13654191.2,4652371.501,-6500,0.42,0.0001
-13651620.71,4652361.574,-6500,0.42,0.0001
-13649050.23,4652351,-6500,0.42,0.0001
-13646479.75,4652339.778,-6500,0.42,0.0001
-13643909.29,4652327.908,-6500,0.42,0.0001
-13641338.84,4652315.391,-6500,0.42,0.0001
-13638768.4,4652302.226,-6500,0.42,0.0001
-13636197.98,4652288.413,-6500,0.42,0.0001
-13633627.56,4652273.953,-6500,0.42,0.0001
-13631057.16,4652258.845,-6500,0.42,0.0001
-13628486.77,4652243.089,-6500,0.42,0.0001
-13625916.4,4652226.686,-6500,0.42,0.0001
-13623346.04,4652209.635,-6500,0.42,0.0001
-13620775.7,4652191.937,-6500,0.42,0.0001
-13618205.37,4652173.591,-6500,0.42,0.0001
-13615635.07,4652154.597,-6500,0.42,0.0001
-13613064.77,4652134.956,-6500,0.42,0.0001
-13610494.5,4652114.667,-6500,0.42,0.0001
-13607924.24,4652093.731,-6500,0.42,0.0001
-13605354.01,4652072.148,-6500,0.42,0.0001
-13602783.79,4652049.917,-6500,0.42,0.0001
-13600213.6,4652027.038,-6500,0.42,0.0001
-13597643.42,4652003.512,-6500,0.42,0.0001
-13595073.27,4651979.339,-6500,0.42,0.0001
-13715890.19,4654991.538,-6500,0.42,0.0001
-13713319,4654997.163,-6500,0.42,0.0001
-13710747.81,4655002.14,-6500,0.42,0.0001
-13708176.62,4655006.468,-6500,0.42,0.0001
-13705605.42,4655010.149,-6500,0.42,0.0001
-13703034.21,4655013.18,-6500,0.42,0.0001
-13700463.01,4655015.563,-6500,0.42,0.0001
-13697891.8,4655017.298,-6500,0.42,0.0001
-13695320.59,4655018.385,-6500,0.42,0.0001
-13692749.39,4655018.823,-6500,0.42,0.0001
-13690178.18,4655018.613,-6500,0.42,0.0001
-13687606.97,4655017.754,-6500,0.42,0.0001
-13685035.76,4655016.247,-6500,0.42,0.0001
-13682464.56,4655014.092,-6500,0.42,0.0001
-13679893.35,4655011.288,-6500,0.42,0.0001
-13677322.15,4655007.836,-6500,0.42,0.0001
-13674750.96,4655003.736,-6500,0.42,0.0001
-13672179.76,4654998.987,-6500,0.42,0.0001
-13669608.57,4654993.59,-6500,0.42,0.0001
-13667037.39,4654987.544,-6500,0.42,0.0001
-13664466.21,4654980.851,-6500,0.42,0.0001
-13661895.04,4654973.508,-6500,0.42,0.0001
-13659323.88,4654965.518,-6500,0.42,0.0001
-13656752.72,4654956.879,-6500,0.42,0.0001
-13654181.57,4654947.592,-6500,0.42,0.0001
-13651610.43,4654937.656,-6500,0.42,0.0001
-13649039.3,4654927.073,-6500,0.42,0.0001
-13646468.18,4654915.841,-6500,0.42,0.0001
-13643897.07,4654903.96,-6500,0.42,0.0001
-13641325.97,4654891.432,-6500,0.42,0.0001
-13638754.88,4654878.255,-6500,0.42,0.0001
-13636183.8,4654864.43,-6500,0.42,0.0001
-13633612.74,4654849.956,-6500,0.42,0.0001
-13631041.69,4654834.835,-6500,0.42,0.0001
-13628470.65,4654819.065,-6500,0.42,0.0001
-13625899.63,4654802.647,-6500,0.42,0.0001
-13623328.62,4654785.581,-6500,0.42,0.0001
-13620757.63,4654767.866,-6500,0.42,0.0001
-13618186.66,4654749.504,-6500,0.42,0.0001
-13615615.7,4654730.493,-6500,0.42,0.0001
-13613044.76,4654710.834,-6500,0.42,0.0001
-13610473.84,4654690.527,-6500,0.42,0.0001
-13607902.93,4654669.572,-6500,0.42,0.0001
-13605332.05,4654647.969,-6500,0.42,0.0001
-13602761.18,4654625.718,-6500,0.42,0.0001
-13600190.34,4654602.819,-6500,0.42,0.0001
-13597619.51,4654579.272,-6500,0.42,0.0001
-13595048.71,4654555.077,-6500,0.42,0.0001
-13715896.15,4657568.32,-6500,0.42,0.0001
-13713324.32,4657573.95,-6500,0.42,0.0001
-13710752.48,4657578.931,-6500,0.42,0.0001
-13708180.63,4657583.264,-6500,0.42,0.0001
-13705608.78,4657586.947,-6500,0.42,0.0001
-13703036.93,4657589.981,-6500,0.42,0.0001
-13700465.07,4657592.367,-6500,0.42,0.0001
-13697893.22,4657594.103,-6500,0.42,0.0001
-13695321.36,4657595.191,-6500,0.42,0.0001
-13692749.5,4657595.629,-6500,0.42,0.0001
-13690177.64,4657595.419,-6500,0.42,0.0001
-13687605.78,4657594.56,-6500,0.42,0.0001
-13685033.93,4657593.051,-6500,0.42,0.0001
-13682462.07,4657590.894,-6500,0.42,0.0001
-13679890.22,4657588.088,-6500,0.42,0.0001
-13677318.37,4657584.633,-6500,0.42,0.0001
-13674746.52,4657580.529,-6500,0.42,0.0001
-13672174.68,4657575.776,-6500,0.42,0.0001
-13669602.84,4657570.374,-6500,0.42,0.0001
-13667031.01,4657564.323,-6500,0.42,0.0001
-13664459.18,4657557.623,-6500,0.42,0.0001
-13661887.36,4657550.274,-6500,0.42,0.0001
-13659315.54,4657542.276,-6500,0.42,0.0001
-13656743.74,4657533.63,-6500,0.42,0.0001
-13654171.94,4657524.334,-6500,0.42,0.0001
-13651600.15,4657514.39,-6500,0.42,0.0001
-13649028.37,4657503.796,-6500,0.42,0.0001
-13646456.59,4657492.554,-6500,0.42,0.0001
-13643884.83,4657480.663,-6500,0.42,0.0001
-13641313.08,4657468.123,-6500,0.42,0.0001
-13638741.35,4657454.934,-6500,0.42,0.0001
-13636169.62,4657441.097,-6500,0.42,0.0001
-13633597.91,4657426.61,-6500,0.42,0.0001
-13631026.21,4657411.475,-6500,0.42,0.0001
-13628454.52,4657395.691,-6500,0.42,0.0001
-13625882.85,4657379.258,-6500,0.42,0.0001
-13623311.19,4657362.177,-6500,0.42,0.0001
-13620739.55,4657344.446,-6500,0.42,0.0001
-13618167.92,4657326.067,-6500,0.42,0.0001
-13615596.32,4657307.04,-6500,0.42,0.0001
-13613024.73,4657287.363,-6500,0.42,0.0001
-13610453.15,4657267.038,-6500,0.42,0.0001
-13607881.6,4657246.064,-6500,0.42,0.0001
-13605310.06,4657224.442,-6500,0.42,0.0001
-13602738.55,4657202.171,-6500,0.42,0.0001
-13600167.05,4657179.251,-6500,0.42,0.0001
-13597595.58,4657155.682,-6500,0.42,0.0001
-13595024.13,4657131.466,-6500,0.42,0.0001
-13715902.12,4660145.753,-6500,0.42,0.0001
-13713329.64,4660151.389,-6500,0.42,0.0001
-13710757.14,4660156.374,-6500,0.42,0.0001
-13708184.65,4660160.71,-6500,0.42,0.0001
-13705612.15,4660164.397,-6500,0.42,0.0001
-13703039.64,4660167.434,-6500,0.42,0.0001
-13700467.14,4660169.822,-6500,0.42,0.0001
-13697894.63,4660171.56,-6500,0.42,0.0001
-13695322.12,4660172.648,-6500,0.42,0.0001
-13692749.61,4660173.087,-6500,0.42,0.0001
-13690177.11,4660172.877,-6500,0.42,0.0001
-13687604.6,4660172.017,-6500,0.42,0.0001
-13685032.09,4660170.507,-6500,0.42,0.0001
-13682459.58,4660168.348,-6500,0.42,0.0001
-13679887.08,4660165.539,-6500,0.42,0.0001
-13677314.58,4660162.081,-6500,0.42,0.0001
-13674742.08,4660157.973,-6500,0.42,0.0001
-13672169.59,4660153.216,-6500,0.42,0.0001
-13669597.1,4660147.809,-6500,0.42,0.0001
-13667024.61,4660141.752,-6500,0.42,0.0001
-13664452.14,4660135.046,-6500,0.42,0.0001
-13661879.66,4660127.691,-6500,0.42,0.0001
-13659307.2,4660119.686,-6500,0.42,0.0001
-13656734.74,4660111.032,-6500,0.42,0.0001
-13654162.29,4660101.728,-6500,0.42,0.0001
-13651589.85,4660091.774,-6500,0.42,0.0001
-13649017.42,4660081.172,-6500,0.42,0.0001
-13646445,4660069.919,-6500,0.42,0.0001
-13643872.59,4660058.018,-6500,0.42,0.0001
-13641300.19,4660045.466,-6500,0.42,0.0001
-13638727.8,4660032.266,-6500,0.42,0.0001
-13636155.42,4660018.416,-6500,0.42,0.0001
-13633583.06,4660003.916,-6500,0.42,0.0001
-13631010.71,4659988.767,-6500,0.42,0.0001
-13628438.37,4659972.969,-6500,0.42,0.0001
-13625866.05,4659956.521,-6500,0.42,0.0001
-13623293.74,4659939.425,-6500,0.42,0.0001
-13620721.45,4659921.678,-6500,0.42,0.0001
-13618149.17,4659903.283,-6500,0.42,0.0001
-13615576.92,4659884.238,-6500,0.42,0.0001
-13613004.68,4659864.543,-6500,0.42,0.0001
-13610432.45,4659844.2,-6500,0.42,0.0001
-13607860.25,4659823.207,-6500,0.42,0.0001
-13605288.06,4659801.565,-6500,0.42,0.0001
-13602715.9,4659779.274,-6500,0.42,0.0001
-13600143.75,4659756.334,-6500,0.42,0.0001
-13597571.63,4659732.744,-6500,0.42,0.0001
-13594999.52,4659708.505,-6500,0.42,0.0001
-13715908.1,4662723.839,-6500,0.42,0.0001
-13713334.96,4662729.479,-6500,0.42,0.0001
-13710761.82,4662734.469,-6500,0.42,0.0001
-13708188.67,4662738.809,-6500,0.42,0.0001
-13705615.52,4662742.499,-6500,0.42,0.0001
-13703042.36,4662745.539,-6500,0.42,0.0001
-13700469.21,4662747.929,-6500,0.42,0.0001
-13697896.05,4662749.669,-6500,0.42,0.0001
-13695322.89,4662750.758,-6500,0.42,0.0001
-13692749.73,4662751.198,-6500,0.42,0.0001
-13690176.57,4662750.987,-6500,0.42,0.0001
-13687603.41,4662750.126,-6500,0.42,0.0001
-13685030.25,4662748.615,-6500,0.42,0.0001
-13682457.09,4662746.454,-6500,0.42,0.0001
-13679883.94,4662743.642,-6500,0.42,0.0001
-13677310.79,4662740.181,-6500,0.42,0.0001
-13674737.64,4662736.069,-6500,0.42,0.0001
-13672164.49,4662731.308,-6500,0.42,0.0001
-13669591.35,4662725.896,-6500,0.42,0.0001
-13667018.22,4662719.834,-6500,0.42,0.0001
-13664445.09,4662713.122,-6500,0.42,0.0001
-13661871.96,4662705.76,-6500,0.42,0.0001
-13659298.85,4662697.748,-6500,0.42,0.0001
-13656725.74,4662689.086,-6500,0.42,0.0001
-13654152.64,4662679.774,-6500,0.42,0.0001
-13651579.55,4662669.811,-6500,0.42,0.0001
-13649006.47,4662659.199,-6500,0.42,0.0001
-13646433.39,4662647.937,-6500,0.42,0.0001
-13643860.33,4662636.024,-6500,0.42,0.0001
-13641287.28,4662623.462,-6500,0.42,0.0001
-13638714.24,4662610.249,-6500,0.42,0.0001
-13636141.21,4662596.386,-6500,0.42,0.0001
-13633568.2,4662581.874,-6500,0.42,0.0001
-13630995.19,4662566.711,-6500,0.42,0.0001
-13628422.21,4662550.899,-6500,0.42,0.0001
-13625849.23,4662534.437,-6500,0.42,0.0001
-13623276.28,4662517.324,-6500,0.42,0.0001
-13620703.33,4662499.562,-6500,0.42,0.0001
-13618130.41,4662481.15,-6500,0.42,0.0001
-13615557.5,4662462.088,-6500,0.42,0.0001
-13612984.61,4662442.376,-6500,0.42,0.0001
-13610411.73,4662422.014,-6500,0.42,0.0001
-13607838.88,4662401.002,-6500,0.42,0.0001
-13605266.04,4662379.341,-6500,0.42,0.0001
-13602693.22,4662357.03,-6500,0.42,0.0001
-13600120.43,4662334.069,-6500,0.42,0.0001
-13597547.65,4662310.458,-6500,0.42,0.0001
-13594974.9,4662286.197,-6500,0.42,0.0001
-13715914.08,4665302.577,-6500,0.42,0.0001
-13713340.29,4665308.223,-6500,0.42,0.0001
-13710766.49,4665313.217,-6500,0.42,0.0001
-13708192.69,4665317.561,-6500,0.42,0.0001
-13705618.89,4665321.255,-6500,0.42,0.0001
-13703045.09,4665324.297,-6500,0.42,0.0001
-13700471.28,4665326.689,-6500,0.42,0.0001
-13697897.47,4665328.43,-6500,0.42,0.0001
-13695323.66,4665329.521,-6500,0.42,0.0001
-13692749.84,4665329.96,-6500,0.42,0.0001
-13690176.03,4665329.749,-6500,0.42,0.0001
-13687602.22,4665328.888,-6500,0.42,0.0001
-13685028.41,4665327.375,-6500,0.42,0.0001
-13682454.6,4665325.212,-6500,0.42,0.0001
-13679880.79,4665322.399,-6500,0.42,0.0001
-13677306.99,4665318.934,-6500,0.42,0.0001
-13674733.19,4665314.819,-6500,0.42,0.0001
-13672159.39,4665310.053,-6500,0.42,0.0001
-13669585.6,4665304.636,-6500,0.42,0.0001
-13667011.81,4665298.569,-6500,0.42,0.0001
-13664438.03,4665291.851,-6500,0.42,0.0001
-13661864.26,4665284.482,-6500,0.42,0.0001
-13659290.49,4665276.463,-6500,0.42,0.0001
-13656716.73,4665267.793,-6500,0.42,0.0001
-13654142.98,4665258.472,-6500,0.42,0.0001
-13651569.23,4665248.501,-6500,0.42,0.0001
-13648995.5,4665237.879,-6500,0.42,0.0001
-13646421.78,4665226.606,-6500,0.42,0.0001
-13643848.06,4665214.683,-6500,0.42,0.0001
-13641274.36,4665202.109,-6500,0.42,0.0001
-13638700.67,4665188.885,-6500,0.42,0.0001
-13636126.99,4665175.01,-6500,0.42,0.0001
-13633553.32,4665160.484,-6500,0.42,0.0001
-13630979.67,4665145.308,-6500,0.42,0.0001
-13628406.03,4665129.482,-6500,0.42,0.0001
-13625832.4,4665113.004,-6500,0.42,0.0001
-13623258.8,4665095.877,-6500,0.42,0.0001
-13620685.2,4665078.098,-6500,0.42,0.0001
-13618111.62,4665059.669,-6500,0.42,0.0001
-13615538.06,4665040.59,-6500,0.42,0.0001
-13612964.52,4665020.861,-6500,0.42,0.0001
-13610390.99,4665000.48,-6500,0.42,0.0001
-13607817.49,4664979.45,-6500,0.42,0.0001
-13605244,4664957.769,-6500,0.42,0.0001
-13602670.53,4664935.438,-6500,0.42,0.0001
-13600097.08,4664912.456,-6500,0.42,0.0001
-13597523.66,4664888.824,-6500,0.42,0.0001
-13594950.25,4664864.541,-6500,0.42,0.0001
-13715920.06,4667881.969,-6500,0.42,0.0001
-13713345.62,4667887.619,-6500,0.42,0.0001
-13710771.17,4667892.619,-6500,0.42,0.0001
-13708196.72,4667896.966,-6500,0.42,0.0001
-13705622.27,4667900.663,-6500,0.42,0.0001
-13703047.81,4667903.708,-6500,0.42,0.0001
-13700473.35,4667906.102,-6500,0.42,0.0001
-13697898.89,4667907.845,-6500,0.42,0.0001
-13695324.42,4667908.937,-6500,0.42,0.0001
-13692749.96,4667909.377,-6500,0.42,0.0001
-13690175.49,4667909.166,-6500,0.42,0.0001
-13687601.03,4667908.303,-6500,0.42,0.0001
-13685026.57,4667906.789,-6500,0.42,0.0001
-13682452.11,4667904.624,-6500,0.42,0.0001
-13679877.65,4667901.808,-6500,0.42,0.0001
-13677303.19,4667898.34,-6500,0.42,0.0001
