625400	4765840	10.03500462
626800	4765840	24.43214798
628200	4765840	85.46585083
629600	4765840	59.98788452
631000	4765840	97.10224915
632400	4765840	94.90122986
633800	4765840	-92.00695038
635200	4765840	131.7823639
636600	4765840	-62.32215881
638000	4765840	-97.17865753
639400	4765840	6.573619843
640800	4765840	150.4912109
642200	4765840	109.8054962
643600	4765840	46.80678558
645000	4765840	24.00928497
646400	4765840	-43.28148651
647800	4765840	-2.253541231
649200	4765840	47.11652756
650600	4765840	56.68817902
652000	4765840	34.99688721
653400	4765840	-42.06279373
654800	4765840	162.8839722
656200	4765840	137.9470978
657600	4765840	184.4454956
659000	4765840	57.46559906
660400	4765840	66.29270935
661800	4765840	98.97405243
663200	4765840	31.55165863
664600	4765840	0.111518145
666000	4765840	-0.924984455
667400	4765840	10.79755402
668800	4765840	126.5431976
670200	4765840	-22.57406235
671600	4765840	-25.34158707
673000	4765840	-130.8803101
674400	4765840	-86.80860138
675800	4765840	33.68738174
677200	4765840	-5.651646614
678600	4765840	82.30033875
680000	4765840	-5.071001053
681400	4765840	132.5066681
682800	4765840	7.484626293
684200	4765840	126.7893295
685600	4765840	306.287262
687000	4765840	38.96353912
688400	4765840	-34.9551506
689800	4765840	-1.68956089
691200	4765840	135.5689697
692600	4765840	28.79043198
694000	4765840	124.6112747
695400	4765840	-51.31445313
696800	4765840	63.8968277
698200	4765840	195.7279968
699600	4765840	238.4610596
701000	4765840	300.0858765
702400	4765840	347.1651001
703800	4765840	241.8890381
705200	4765840	216.2090912
706600	4765840	101.682518
708000	4765840	-12.94238186
709400	4765840	-87.36447144
710800	4765840	29.44709969
712200	4765840	188.0715942
713600	4765840	301.6317444
715000	4765840	340.2772522
716400	4765840	206.8283539
717800	4765840	66.28412628
719200	4765840	11.99224663
625400	4767240	25.69235992
626800	4767240	83.60674286
628200	4767240	181.5174255
629600	4767240	336.70578
631000	4767240	161.6695251
632400	4767240	206.8401184
633800	4767240	-230.9070892
635200	4767240	299.6832275
636600	4767240	-54.06826019
638000	4767240	-230.7943726
639400	4767240	-108.2490005
640800	4767240	272.7398071
642200	4767240	237.2406006
643600	4767240	94.90730286
645000	4767240	36.0185318
646400	4767240	-238.4199219
647800	4767240	-68.35085297
649200	4767240	118.1903
650600	4767240	100.3463287
652000	4767240	8.221159935
653400	4767240	-203.9346619
